Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,SUMMARY,Unnamed: 6,Unnamed: 7,Unnamed: 8
Census Tract FIPS code,County,State,Year,Inclusive Growth Score,Residential Real Estate Value Score,Affordable Housing Score,Personal Income Score
51740210600,Portsmouth city,Virginia,2021,50,29,49,60
51740210600,Portsmouth city,Virginia,2022,43,35,29,63
51740210600,Portsmouth city,Virginia,2023,50,35,28,56
51740210900,Portsmouth city,Virginia,2017,46,18,64,44
51740210900,Portsmouth city,Virginia,2018,44,17,52,33
51740210900,Portsmouth city,Virginia,2019,42,18,42,28
51740210900,Portsmouth city,Virginia,2020,41,12,30,25
51740210900,Portsmouth city,Virginia,2021,46,13,27,28
51740210900,Portsmouth city,Virginia,2022,50,18,21,36
51740210900,Portsmouth city,Virginia,2023,47,16,20,52
51710006607,Norfolk city,Virginia,2017,48,41,42,62
51710006607,Norfolk city,Virginia,2018,52,28,47,61
51710006607,Norfolk city,Virginia,2019,54,21,49,45
51710006607,Norfolk city,Virginia,2020,50,21,55,39
51710006607,Norfolk city,Virginia,2021,48,34,55,34
51710006607,Norfolk city,Virginia,2022,50,27,46,42
51710006607,Norfolk city,Virginia,2023,54,35,41,40
51710002100,Norfolk city,Virginia,2017,43,33,92,33
51710002100,Norfolk city,Virginia,2018,44,28,91,35
51710002100,Norfolk city,Virginia,2019,48,33,89,61
51710002100,Norfolk city,Virginia,2020,44,27,86,85
51710002100,Norfolk city,Virginia,2021,44,34,93,93
51710002100,Norfolk city,Virginia,2022,46,28,93,82
51710002100,Norfolk city,Virginia,2023,52,45,79,78
51740212400,Portsmouth city,Virginia,2017,32,6,19,17
51740212400,Portsmouth city,Virginia,2018,30,6,17,28
51740212400,Portsmouth city,Virginia,2019,35,13,10,38
51740212400,Portsmouth city,Virginia,2020,32,14,7,35
51740212400,Portsmouth city,Virginia,2021,36,52,8,31
51740212400,Portsmouth city,Virginia,2022,36,61,16,34
51740212400,Portsmouth city,Virginia,2023,40,64,6,31
51710002800,Norfolk city,Virginia,2017,54,25,80,90
51710002800,Norfolk city,Virginia,2018,51,27,76,74
51710002800,Norfolk city,Virginia,2019,46,25,62,34
51710002800,Norfolk city,Virginia,2020,42,22,50,29
51710002800,Norfolk city,Virginia,2021,52,38,30,28
51710002800,Norfolk city,Virginia,2022,51,54,24,32
51710002800,Norfolk city,Virginia,2023,54,54,29,47
51710007002,Norfolk city,Virginia,2017,41,27,20,44
51710007002,Norfolk city,Virginia,2018,40,27,19,58
51710007002,Norfolk city,Virginia,2019,43,36,23,72
51710007002,Norfolk city,Virginia,2020,44,33,25,76
51710007002,Norfolk city,Virginia,2021,53,48,42,73
51710007002,Norfolk city,Virginia,2022,54,49,51,69
51710007002,Norfolk city,Virginia,2023,50,46,27,46
51710000902,Norfolk city,Virginia,2017,42,,0,40
51710000902,Norfolk city,Virginia,2018,43,,0,36
51710000902,Norfolk city,Virginia,2019,47,,0,44
51710000902,Norfolk city,Virginia,2020,39,,0,48
51710000902,Norfolk city,Virginia,2021,54,,0,46
51710000902,Norfolk city,Virginia,2022,50,,0,31
51710000902,Norfolk city,Virginia,2023,50,,0,19
51710005500,Norfolk city,Virginia,2017,40,53,43,20
51710005500,Norfolk city,Virginia,2018,36,39,56,25
51710005500,Norfolk city,Virginia,2019,40,19,56,21
51710005500,Norfolk city,Virginia,2020,36,12,54,56
51710005500,Norfolk city,Virginia,2021,35,11,44,54
51710005500,Norfolk city,Virginia,2022,36,11,62,62
51710005500,Norfolk city,Virginia,2023,43,13,28,38
51710006902,Norfolk city,Virginia,2017,40,60,15,30
51710006902,Norfolk city,Virginia,2018,46,52,9,51
51710006902,Norfolk city,Virginia,2019,50,58,12,65
